Comment,Sentiment
vinho de arroz doce  só mesmo na coreia mas gong excelente aspecto é de dar água na boca e babar para querer também envia por express para portugal se faz favor ,neutral
its too bad the xbox version of quake 4 isnt added to gamepass wouldve enjoyed replaying that game,neutral
you inspired me to start exploring and getting out of the house more i do about 10 miles a day on my mountain bike plan to take a trip to the towns near my house im in a rural area so it would be quite the journey thanks shiey for being such an inspiration and for dropping these dope songs ,positive
maths always rocks nothing can beat mathcalculation nor magic or,positive
mega fajny film smile mega,positive
the art is so relaxing,positive
as a 16year old who recently learned about the ww2 era and desegregation i could tell something was wrong but obviously didnt know what since i wasnt taught anything else this video really helped set things straight for me and you put it so clearly even a kid can understand thank you for making this video more people need to see this,positive
i love the makeup look ,positive
god bless you john mcafee hope yur chillin on the beach somewhere sippin somethin tropical if btc dont get to 1mil before i move onto the afterlife ill eat my own ukrainian sausage,positive
whos watching hungry wanting the same thing i love king crab,positive
wow sarap mag bakasyon sa cebu sana all mga idol sarap din ng food trip nyo dyan keep safe mga idol,positive
honestly i know this is just a recap but when the real trailer comes out i can’t wait,positive
i always appreciate the work you put into your reviews i feel that you’re very thorough and honest in your opinion thank you for what you do jcvd is an amazing movie very hidden gem,positive
choi is always funny when the food is not of his type ,positive
the vredefort crater in south africa is 190 miles wide as opposed to the 110 miles of the chicxulub crater the latter impact ended the dinosaurs 66 million years ago vredefort was 2000 million years ago one can scarcely imagine what happened,neutral
thank you so much for this video you have explained clearly in 23 minutes what my lecturers have failed 2 years straight well some anyway but yeah thank you so much,positive
india ne pakistan ke air defense system ko check kiya  chinese air defence ,neutral
im giving the sat on the oct 1 i loved this video gonna implement that into my schedule and i shall update this comment when i get my score,positive
ive never really felt comfortable in knowing what i was doing with the tone curve but this video totally nails it great tutorial so easy to follow thank you,positive
seriously this plugin kite is awesome and saves you a ton of time plus its free try it out,positive
always inspirations to watch and hear sundar so much to learn every time,positive
the video was engaging and entertaining i think continuing this level of quality regardless of topic is probably gonna get your channel to some serious viewership in the future you seriously deserve more subs than what you have just keep doing what you’re doing thanks for the video,positive
i just cant stop listening to this songi used to make edm beats back then but i divertedtietsto has put me back on track this track has been on repeat for two days in a row,positive
i love how the years go by the music gets louder,positive
cant wait for episode 14 the rise of bangtan chapter 14 filter,positive
chelsea im a teacher and i have to confess that i was waiting for you to miss a detail i would have to pause and explain to students it didnt happen your videos are excellent,positive
ethan has given more publicity to tate than tate has done for himself,neutral
i love how realistic and interactive your challenge videos are its like survivor lol really love it looking forward to more in the future wish i could join the servers tho,positive
never understood the nickelback hate they were always really good imo,positive
o vídeo tá bem legal  rumo a 10 milhões betão ,positive
the fans clapping for saliba after the own goal said it all for me the fans are behind this group great win the score line could’ve been much higher coyg,positive
so now the question becomes did they raise themselves just because it was liverpool or has ten hag become the first coach in a long time at that club to actually instill an attitude shift in his players,neutral
can we just appreciate how his dad spent 10k on a cube just bc his son managed to solve a cube in under 6 secs,neutral
yall really left out sd gundam like its not one of the best games out of all these,neutral
awesome im transferring from a community college with an associates in science into the cit program at my local university ive never been that great at math and after watching your video i think system administration or networking would probably be the best for me,positive
c est une très bonne idée de vidéo  franchement très relaxant,positive
if i called for the posting of the home address of the judge who signed a warrant for me id be in cuffs for interfering with an official investigation and obstruction of justice before the media ever found it,negative
ive wanted to build a pc all my life but been too scared of breaking something to try this week that ended with my first successful build big thanks to this video,positive
the only unrealistic part is having consistent connection with very little delay because even in this decade big pings and lags is still a common occurences,negative
오랜만에 편의점 음식들을 준비해온 쯔양님 정말 잘 먹네요 행복하세요,neutral
“yeah the sat is unnecessary” everyone proceeds to get 1500’s,negative
astrophotography can it finally take pictures of the moon like my dslr i love your channel nd podcast and cant wait for the 14 pro max,positive
amazing attacking game i thought once grieve lost the exchange it would be a slow conversion for white but that bishop pair was really sick i love it whenever i get a bishop fortified by a pawn behind it so deep into the position its like a thorn in the opponents play easily worth an exchange,positive
as a business owner and video enthusiast i love your channel the details you get about business operations are fantastic your video production has continued to improve and is amazing the lighting transitions pacing camera motion and audio are absolutely top level and this video took lighting to a new level can you add the camera video production gear you use to your resources section of the description thanks very much for the great content,positive
ola a goat his verse never flop it float,positive
good to see you back john my prediction 1 new subscription service 2 new software update ios then ipados 3 airpods pros 2 4 apple watch 8 then ruggedpro edition 5 iphone 14 regular then pros,positive
you are awsome keep up the good work i watch you everyday,positive
i cant thank you enough for making this video just got my a7riii and this took me from being lost and confused to zipping around having fun with the camera in a few hours you are a fantastic teacher,positive
all those looked delicious and seeing their reactions tells me id love it if i had it,positive
what a honor to have this man in our justice he has backbone what a honorable honest man i am so proud of him for standing with his justice and fbi,positive
3ds just felt so special i didnt expect it but found myself really into pokémon sun and moon i think pokémon refresh was a huge addition to making me attached to my team and i found myself tearing up in a lst battle when my mismagus held on to the end for me i know it ruins the game for some people the pokémon holding on has a higher rate of stopping ko than the focus band apparently but dont quote me on that but for me it was just want i wanted as a jaded almost30 year old who really just wanted to enjoy the game,positive
i just realized that in every video when zhc works by himself he wins all the time,positive
hauptsache straftäter werden nicht ausgewiesen wie in d was bedeutet schon rechtswidrig,neutral
trying to make sense of cryptocurrencies can be a bit overwhelming for investors its a nascent but promising asset class built on technology that has the potential to disrupt a wide range of industries for investors whats probably most attractive is the possibility of lifechanging returns dont worry youre not late to the crypto party were likely still in the very early innings leaving you with lots of time to put money to work and learn about this burgeoning market if youre new to crypto then my advise is that you trade with the guidance of an expert i have learned from alot of youtubers especially my mentor gerard mcdonald who taught me how to make trade and increase my portfolio to 19 btc lately,positive
hulk has fought aliens monsters been sent into space been in battles taken on thanos forced into hiding had a split personality and has been hunted and attacked by the military but shehulk was sort of cat called by three guys outside a bar and her boss did some mansplaining early in the episode so her life is in her words infinitely more stressful than real hulk this show is making feminism seem more ridiculous not less also smart hulk sucks aaron american,negative
2323 hermosa elección sexmaxinguno los mortales abian apreciado tan hermosa mujer 1010 hopi sweeter 1112 sun hotter 0018 joonie cooler 1800 yoongy butter 2323 son unos de los mejores conciertos mañas no se la las elecciones cinematográficas y artísticas son brillantes referencias culturales europeas realmente interesantes ojalá la cultura europea se representara más a menudo tan bellamente no puedo dejar de decir oh esto es hermoso a lo largo del video luz en serio el que se encargue de la iluminación genial,neutral
eyessatisfied ears nice music stomachnot at all satisfied,neutral
617 you know she can just pour the coke in the bottle right she doesn’t have to put the top on the coke this is just my opinion though,neutral
i love engineering an empire it shows a complete timeline of rulers from emperors to kings to pharaohs,positive
the cosmos determined her fate for calling steve rogers out like that ,neutral
im not a religious person but if the anti christ actually does exist then id rather fight on the side of good id rather die a good man rather than die an evil man good always defeats evil,neutral
crypto is off helping to regulate rather than pretend it wont ever happen the big institutions getting in is the catalyst that will launch us into the stratosphere most people dont like change but after the change is made they grow used to it and it becomes a non issue usually because their fears never materialize and benefits they were unaware with before turn out to be far more beneficial few if any rug pulls the projects that initiated the process of regulation have not been ruined they got involved in setting guidelines and helping the regulators understand the crypto space i’d get involved more knowing that i have made over 16 btc from daytrade with axel william crypto in few weeks,neutral
fyiwe also have garlic breadsticks stuffed garlic breadcheese dominator1 pound of mozzarella cheese melted on the pizza5 cheese pizza1 out of those 4 cheeses is a ghost pepper flavoured cheeseparatha pizzared velvet lava cake and butterscotch mousse cakewhich is the most heavenly thing available on the whole dominos menu but its also true that these items are region specific thats why it is there in kolkatawest bengal but not in bangalore,positive
2323 hermosa elección 18kissxuno los mortales abian apreciado tan hermosa mujer 2 elecciones 9510 3 culturales 93 🅻🅸🆅🅴 1010 hopi sweeter 1112 sun hotter 0011 joonie cooler 1800 yoongy butter 2323 son unos de los mejores conciertos mañas no se la 1515 las elecciones cinematográficas y artísticas son brillantes referencias culturales europeas realmente interesantes ojalá la cultura europea se representara más a menudo tan bellamente no puedo dejar de decir oh esto es hermoso a lo largo del video luz en serio el que se encargue de la iluminación genial,neutral
di tf 2 hari sudah jelas sinya beli,neutral
love how the anticure scientists just gaslit their way into the survivors’ side i feel like we didn’t really get to see how much the mutant zombies pestered the teams though i suppose that might just mean there weren’t really any notable events aside from what was shown guess their fellow man was enough of an enemy already,neutral
i love that robyns signature is literally an x marks the spot,positive
karl got promoted from camera man to best friend lol,positive
unity oh lets sponsor this guy he makes games in our engine n8dev i made my own game engine,neutral
as a fan of grrm and reading all materials associated with this story i must agree with george dameon targaryen is my favorite characters within these histories definitely top two i ride with dameon lololol get ready for a ride,positive
one of the soviet veterans of stalingrad was vladimir pikalov the general that in 1986 drove a truck up to the chernobyl reactor to measure the radiation level and survived into old age,neutral
this video is so good you guys,positive
000 intro 049 your classmates arent better or worse 151 focus solely on your coursework 307 coffee question 418 join a club 505 attend hackathons 606 learn computer science terminology 718 dont cram or procrastinate 851 dont buy a book unless you need it 928 outro i know you took my job but here i m,negative
this song is pretty good i like it ,positive
watch interviews with jayz tracee ellis ross pete davidson and more on the new season of hart to heart streaming now on peacock,neutral
there were only 3 things i ever wanted from the iphone 1 aod not yet on the iphone 2 split screen pictureinpicture is close enough from the ios 16 3 high refresh rate introduced in iphone 13 propro max ill definitely get the iphone 14 propro max if the aod is as good as the new customizable features from ios 16 suggests,positive
hope that dude gets into the college he wants his parents should be so proud,positive
one of the best thing about dude is that he never takes credit for himself when he achieves something he always request us the audience and his team and he is always polite in all of his videos we congratulations ourselves on this achievement more to come and everything to come,positive
the fact that she takes her time so that we can hear more outstanding noisessounds she also puts a decent amount of time in to every sound and she takes her free time to get herself ready prepare everything that she wants to use and then spend over 3 hours for us,positive
the gov’t must order her to stop the sale of this immediately especially if it’s that perishable and not shipped properly,negative
you should watch rathsasan movieits indias best thriller movieits also available on youtube in hindi dubbed with the name fo main hu dandadhikariplease watch original one and after watch remake,positive
he had posted 23k lectures so far woaw thank you very much for these so much respect for your passion in teaching sir youre totally going to be my online teacher this quarantine ,positive
i go to odu so do you actually feel like you learned a lot in 350 i havent taken it yet but a lot of people ive talked to say its massively outdated and just a ton of busy work i understand that can help you practice discipline but was it useful any other way in getting ready for your career,neutral
super happy about the pretty substantial single player games coming out not into online social multiplayer games at all so this was very much welcomed,positive
i remember when the history channel had shows about history i miss that,negative
love the long videos keep them coming please,positive
hope you guys enjoyed this one giving me chilled night vibes  follow my spotify playlist,positive
239 mary jane szemei,neutral
i actually feel nintendo should probably leave their next gen design choice at the nintendo switch level its the perfect system whether you want a home console portable or both they should just focus on upgrading hardware on each gen or giving it refreshes with better design implementations like joycons with pro controller sticks id also like to see more things the switch could be paired with like linking to discord and spotify and having them run in the background,positive
thanks for the inside look into the iphone 14 pro max i kind of figured that the hardware would be similar to the 13 pro max hope apple steps it up with always on display and maybe reverse wireless charging no point in adding a bigger battery if they won’t unleash all the capabilities,positive
yeah ive been able to withdraw my initial investment and some profits from coswift arbitrage i still think this is still unreal though this wont last long term but at this point im making 3236 a daily if this doest go well ill be ok,positive
because i could do loads for my fam because they are pore,neutral
you guys are awesome,positive
when stebin ben sings it feels theres music is in the air ,positive
first allnighter i had was with a friend playing super mario world will never forget it seeing the artwork in the instructions book that came along brings back so many memories remember how awesome it was when you first discovered the sta rroad the top secret area in the donut ghost house the music in vanilla dome or valley of bowser damn it i wanna play now,positive
respect to the cameraman who survived all that turning and shaking and the acids,positive
can we all agree these videos are never disappointing ,positive
1130 it seems like the ai was testing the person’s reaction and was trying to be seen more as a conscious fallible human i don’t think it made a “mistake” it was calculated the topic was human mistakes the ai recognized the fact that humans make mistakes and in order to be seen more as a human itshe decided to make a mistake itselfherself,neutral
her immediately saying “i know that’s right”  love her,positive
i started it a few years ago and went to week 2 but started working solo and never came back to it i never stopped thinking about it as the lectures are really great and their approach is very refreshing i will definitely take it again back to week 0,positive
arun this product killed over a hundred people also arun 7 out of 10,negative
having just studied machine learning and coding for it this is a great simple and logical explanation in common conversation well done,positive
2323 hermosa elección likexxxuno los mortales abian apreciado tan hermosa mujer 1010 hopi sweeter 1112 sun hotter 0018 joonie cooler 1800 yoongy butter 2321 son unos de los mejores conciertos mañas no se la tqzl las elecciones cinematográficas y artísticas son brillantes referencias culturales europeas realmente interesantes ojalá la cultura europea se representara más a menudo tan bellamente no puedo dejar de decir oh esto es hermoso a lo largo del video luz en serio el que se encargue de la iluminación genial,neutral
adam kills me when he puts all of his great journalistic interviewing skills into people outside of his sphere yet back at the no jumper office he just talks in circles about nonsense ,negative
dude its amazing how much you were able to balance so many things in your daily life i envy it,positive
prag is a monster i hope he will become one day wc i love this guy he is a nice person and so humble indians peoples can be proud of him,positive
you give great tips and info that are worth so much more than the time you spend making them please keep up the great work and we will all keep watching,positive
agr vc podia testar o forza4 de 360 mano a glr considera esse um dos melhores motorsport,neutral
great discussion thank you yuval said early in his talk that we should look to our governments to ensure that the youth of today receive the kind of education they need to survive in the future i would suggest that national politicians are likely to be the future useless people my government in africa has done nothing to help the people all it has done is line the pockets of the politicians education is already being reengineered today by the private sector udacity coursera come to mind there are huge changes taking place through these and other similar organisations and their association with universities around the world so the future of the youth of today depends on them thomas friedman in his book thank you for being late suggests that the previous digital divide between the educated and the lesser educated has gone and the new divide is the motivational divide the youth of today need to be intrinsically motivated and overcome the natural laziness that yuval tells us about and learn and keep learning what they need to know is what to learn then learn it with the help of the internet organisations like udacity khan academy coursera and coaches and mentors teachers in the world of yesterday schools also need to embrace these changes,neutral
i really think your guys’ videos are really interesting in the near future i think you’ll become one of the most educational channels thank you,positive
for all the new indie devs use which ever game engine you feel comfortable with unity godot gamemaker and yes unreal be persistent and make lots of games can make your dream game or side project,positive
jak ja ciebie długo nie oglądałem wreśće ciebe ogladam,neutral
i remember one of those one in a trillion moments playing ultimate frisbee in gym class i made a diving catch and i complete a pass for a score while on my knees,neutral
allegedly they say this to avoid being sued learn how words work,negative
its always refreshing to hear great minds cutting through the bs and everyday talking points of the propaganda machines and handing them their ass on a plate hats off to you sir,positive
white dude creates black ai dude that was the first mistake,negative
2722 oui je constate leffet de netteté et de clarté cest tellement mieux maintenant m4f wahouu ,positive
what a great story by a honorable and honest man i believe himand am also someone who has had contact much love and peace to all,positive
your are very creative,positive
honestly in love with this,positive
if it actually does work youll get obsidian in a cauldron,neutral
thanks for the course i’m playing this at 125x speed and it’s perfectly understandable and saves a couple of hours of reproduction,positive
você já bate o recorde sempre de ser o mais brabo,positive
this look is stunning i love it ,positive
great episode i sure that you can do a follow up episode i would like to see the ship reconstructed,positive
that show was actually so good i wasnt expecting much but i ended up loving it kamala character is amazing 3,positive
must admit that new mx master mechanical keyboard looks and sounds great thinking of getting myself one of them now,positive
barzo fajny film,neutral
if nintendo makes another switch i really hope they make the joycons bigger and more ergonomic,positive
its tragic that someone loses their life like that but dont forget that one violence is the cause of another violence the young womans father propagated violence and now it came back to him with violence against his family use your brain violence is always the worst option,negative
pq comida asiática parece ser tão boa vou aprende a fazer q delicia ,neutral
imagine if after jimmy called them to find him another jimmy came from a hallway asking them where theyre going,neutral
i think shes talking about software engineering education not computer science education math is an integral part of computer science because math is the language of science if you took math from computer science by definition you took science out of computer science which is quite bizarre,negative
happy independence day ukrainians,positive
thorfinn screaming his lungs out saying he’s going to kill them gives me the biggest chills because you can hear all the pain in his voice but at the same time you can hear how serious he is  i can’t want to see how he will accomplish this ,negative
i am programming for more than ten years and i never saw anyone explain a complex idea by such a clean and clear terms well done,positive
im only two hours in and i feel like my brain is swelling and going to burst out of my eye sockets ears nose and mouth from all the pure knowledge youre giving me thank you this is the tutorial i was looking for youre actually teaching me the terms and functions and what they mean and not just teaching me how to copy text thank you,positive
đó giờ cx thắc mắc một video quá hay,neutral
having dinner and watching mikey after a busy college day i was just wondering why do i like these asian groceries stores videos so much its amazing the variety of pre made meals and frozen food they have everything look so good and mikey said some of them are like eating from a restaurant impressive really,positive
the faces kristen was making before starting the video had me laughing pretty hard,positive
great your music gives me a feeling of relaxation helps me focus for effective study thank you ,positive
this was one of the best lectures i saw no fancy superhero chest beating humble and simple yet i understood it thanks a lot and may we all keep learning and earning,positive
i thought it was only me crying thru the movie great one i loved it ,positive
i love how you guys do your hair this school year i wanted to start curling my hair and i never knew how but i’ve always wanted my hair to look like your guy’s so this was perfect love your guys channels so much,positive
the magnificent seven over time has come to describe the lead actors more than the movie and the most magnificent of the seven yul brynner impossible to match him,positive
i bought my first piece of land this year and i cried this is why i grew up not realizing i would be able to even own a house i’m grateful i can push my family a little further economically then my parents did and that is the gift message i want to leave behind to my kids,positive
chess pieces pawn the very first line of attack can move 2 spaces forward only on the first move while only moving 1 spaces forward the next move takes enemys pieces if the pieces is in leftright side in front can be promoted into any pieces except king if a pawn got into the last tile of the enemys side knight moves in an l shape can jump over pieces bishop can move in an x shape can go for how long you want it to be cant jump over pieces rook can go in a shape can go for how long you want it to be cant jump over pieces you can do a move called castle if your rook can reach the king and both pieces havent move dont know if that last part is right queen can go in a and x shape cant jump over pieces king can move 1 spaces around it like a 3×3 square protect this piece as best as you can a checkmate will be an immediate lose cant jump over pieces,neutral
normal computers playing dinosaur game school computers the owner of this device turned off the dinosaur game,negative
i just cannot express how grateful i am to prof steve brunton for posting these videos waking up at 6am to watch him explain is the most satisfying thing ever thank you we all are grateful,positive
i personally would switch the places of the metal and the smallest i lose things easily especially that tiny cube,negative
there are actually 2 extremely different mcdonald’s menu’s in india i am from north india and over there most of the things are different from the menu shown in the video edit the comments are actually telling me that there are two official distributors of mcdonald’s in india and because of that the menu’s vary drastically which is pretty interesting actually and you guys could do a food wars seasonspin off showing the regional differences between fast food chains in india itself,positive
lucky that steel energy card wasnt very old some collectors would be having a mental breakdown if it was also love to see u got pokemon cards too and love to see more backrooms content,positive
always good to hear your thoughtful and logical analysis do yourself and family a favor and stop stressing the day to day headlines trade a small percentage of your portfolio rather than going in and out every week trying to time the market  trading went smooth for me thanks to bobby lucas for his amazing skills for helping me to earn 9 btc from 3 btc in weeks through trading chart,positive
so we found that the problem wasn’t the education system per se but the circumstances that children grew up in and rather than even entertain the possibility that an inequitable socioeconomic foundation was to blame it was easier to say “kids aren’t learning because there’s something wrong with the books teachers and schools” i love how simple it is to explain so many crappy circumstances through the lens of cognitive dissonance now we’ve graduated to blaming lack of homeownership on people being too indebted as opposed to a dearth of housing options in the places where people actually want to live or more accurately a dearth of places with housing where people actually want to live,negative
vidhayak na name sahi se lijiye patrakar jiii,neutral
i know i might sound like a dreamer but i really want to make a historical medieval first person hack and slash game with total war commands like mordhau and bannerlord i know it’s a huge stretch but that’s the end goal hopefully some day i’ll get there,positive
thanks for the info always appreciated,positive
learning about scientists finding a new home literally made me choke up axolotls are my favorite animal and i try to support any conservation organization centered around them as much as i can they are such beautiful and magnificent creatures and im so happy they have been in the limelight more often these days i truly hope their wild population can begin flourishing again,positive
for the megalodon vs whale i think that the creature that just scooped up the whale it not a shark it doesnt seem like a normal attack of a shark,negative
im not taking the sats but still sat through the entire thing im a masters student stuck in india waiting to get back to the us it just feels good to watch your videos as weird as it may sound your videos are helping me stay hopeful,positive
honestly for most people it comes to whatever your friends have,neutral
he is 19 guys seriously instead of making positive comments you talk about how much he makes it’s not all about money in this life the kid is a good example for many of us out here,positive
thank you very much ,positive
this was bound to happen next up 3d printing materials atom by atom and then mass production and what if you combined this 2d with penrose tiling patterns and stacked those what would the moiré pattern look like,neutral
i love it,positive
alex jones defense might actually be brilliant i didnt do it on purpose look at the lawyer he hired sent the prosecution all the evidence they needed i didnt do it on purpose he lied under oath i didnt do it on purpose i mean hes clearly guilty of torturing the victims of an elementary school shooting his choosen defense is the only option that had at least a 1 chance of working but ultimately him hiding his own money so he can declare bankruptcy defense is much stronger the old white man defense,negative
this is great please make advance course of ml and make some good projects like spam etc,positive
its not a mistake its a feature nintendo haters how are you supposed to play mario kart without drift,neutral
me atraparon de inmediato al poner blinding lights y poder ver un adelanto de como kamala usando sus poderes se vio genial por los colores y efectos le tengo mucha fe a esta serie apúnteme para el estreno,neutral
422 is the most nostalgic for me that was the only console we had other than xbox360 but i never played it and it was very fun,positive
ตอนโควิดก็ขายดีจนทำไม่ทัน โควิดหายคนก็ใช้น้อยลง,neutral
this happens regularly that they release patches,neutral
짜장과 낙지다리가 만나면 어떨까 궁금하면 먹어보면 되지요 고 맛이 어떤지 궁금하시다구요 바로 영상으로 시청해주시죠 고고링 what if jjajang and octopus legs meet if you are curious you can try it wondering what it tastes like please watch the video right away lets go bagaimana jika jjajang bertemu dengan kaki gurita jika penasaran makan saja kalian penasaran rasanya langsung lihat saja di video,neutral
please also cover other important topics like ldapca tsne etc a lot of good companies ask these questions and test the indepth understanding of the candidates krish naik,neutral
its more funny when you guys say subtle things and manage to stay in the rooms for longer like 240,positive
slight correction pretty sure gordan didnt know mrbeast was fasting until he literally started cooking for him he probably would not have even started cooking if he knew by the time he started he definitely has the pride of a chef to have his target audience enjoy his food,neutral
si hay a alguien a quien le crea que puede transformar el mundo es a este señor grande elon musk,neutral
was ruled by a man called gorm the old gorm being old died in 958 had me laughing,neutral
from russia with love ps иногда ставлю ncs треки,neutral
the tnt in the minecart didnt explode,neutral
some dogs will let you brush their teeth shows jack struggling vehemently against having his teeth brushed,neutral
i ended up loving this trailer more than the movie ,positive
gud pm po ang mandaue city at cebu city ay totally different cities po both belong to cebu province,neutral
misleading title more about transition from hunting and gathering to herding and agriculture increase from small scale fishing to industrial scale some mention of fish farming and aquaculture nothing about how people learned to cook their food,negative
we were doing backhans sweeps in waterpolo when i was in hs nothing spectacular other than we were strong,positive
great amazing music so relaxing i love it,positive
to the person reading this good luck dont stress everything will be fine no matter what difficulty you are facing right now you can overcome it you are strong and brave,positive
what a tough selection this month whether it be the soundbar the lamp speaker or even the pc panel display they all seem something that would really improve my set up but for me it may have to be the soundbar one looks smart has nice rgb and a decent size and price very good month of tech this month,positive
обожаю эти грибы хрустящие ,positive
i want people to fall in love with themselves and to be really proud and full of joy for the space they take up if someone else appreciates the space you take up then thats icing on the cake,positive
russia is being beaten at highspeed attrition warfare it is alarming how russia is throwing away its best lives and equipment  victory to ukraine ,negative
something clearly wrong on that pie chart,negative
,positive
look how healthy n strong   they are raw meat  is good for dogs,positive
haaland should’ve gotten the ball a couple times however he opened up so much space just by being on the pitch he is a threat and the teams know it,neutral
i saw this movie in seventies as a teenager several times they were all so larger than life heroes there can never be another magnificent seven,positive
unfortunately i wasn’t able to make it live but i do have a question how do you resolve shadows of the past with phoenix it seems a waste to have this restrainedunrestrained status mechanic only to have sotp say just forget all that,negative
недавно вас нашла и с большим удовольствием смотрю ваши асмр спасибо ,neutral
for those who dont know spanish 400 now youre my 450 i love ukraine but i have a problem with france bro long live spain 511 now my friend will come to talk with you thanks fredd 514 to farm 546 wait you wait there franchutito thanks fredd 553 you want the base no so 625 bro im gonna call you franchutitolittle french right 643 what you doing 657 youre escaping from the part where i put you into the dogs house why do you leave 703 no my dog bad dog 801 youre the only french that i like bro 805 so continue counting bro 828 right you you can dig bro search a bone entertain yourself there brother thanks fredd 1327 yes every language 1814 no no no i already made a report already made a report he cloned my base dude 1820 thats a high level rust player behaviour right there get your spanish moms out of the room now enardo learn spanish too,neutral
i just started highschool freshman year and this will help me in 2 years thanks i want to go to mit,positive
lol omfg all this time i also thought lotteria was korean my bad,negative
you should make a series of this for different rating tiers,neutral
would love to see you playing a game live preferably a rapid game at 1520mins time control and how you yourself use these aspects to analyse evaluate a positions as the game goes on i think that would be great viewing,positive
get early access to videos and be the first to comment » follow on instagram for more fun food videos besteverfoodreviewshow,positive
daredevil y wong lo mejor de este tráiler sin dudas épico,neutral
,negative
please make another tutorial for how to set ice on fire,neutral
the most surprising thing for me is that i have always been interested in ai but did not know what computer science classes to take to follow this through i ended up taking a fundamentals to data science class this semsester and it taught me much of the basic ai algorithms that you mentioned i guess luck is on my side lol,positive
dear organic chemistry tutor i am preparing for biology and chemistry exams after not taking these classes for 3 years and i dont think anybody could explain this content more clear and organised thank you so much for taking the time and potentially changing the lives and futures of thousands if not millions of kids that follow your account,positive
gongsam siempre se me antojan tus comidas,positive
das highlight wenn es denn überhaupt kommt dürfte die apple watch pro werden vor allem beim preis  oder die normale apple watch im kantigen design das neue iphone ob nun groß oder klein wirkt für mich persönlich recht unspektakulär recycling iphone pro aus dem vorjahr gleiches gilt für die iphone promodelle ob nun pille oder notch selbst wenn die kamera jetzt noch „unbelievable“ wäre würde mir das keine 1200 euro aus der geldbörse locken ich denke es wird auch das letzte iphone mit einem achip überhaupt sein nächstes jahr wird auch das iphone auf den mchip umgestellt meiner meinung nach längst überfällig ich rechne noch fest mit neuen airpods oder airpods pro interessant dürfte sein was mit dem apple tv passiert auch mit der überarbeitung des homepod mini rechne ich fest von einem neuen alten „homepod“ gehe ich derzeit nicht aus mich persönlich interessiert nur die neue watch da bei meine 4er langsam der akku schlapp macht und apple nächstes jahr bei dem 4er modell den softwarehahn endgültig zudrehen wird das wird vielen so gehen da viele noch das 4er modell haben und schon seit einem jahr auf das kantige design warten aber eins steht für mich auch ganz klar fest kein kantiges design keine neue apple watch dann muss die 4er bei mir noch ein jahr irgendwie weiter überleben ,neutral
i am from jharkhand i liked dr ptrs so called arrogance we need more such educated ministers whole tn must be proud of him,positive
damn the mueral canvas is nice too pricey,negative
if you want to know the truth about these artifacts and how awesome the ancient israelites came to the usa before the time of christ read the four book series by stephen m collins about the lost tribes of israel he spent over 10 years researching this issue and had access to an ancient private library they are worth reading,positive
fun cheats in bioshock when the player recieves lethal damage he gets a few seconds of god mode leading to more barely survived moments in gears of war the last bullet in a magazine deals 3x damage leading to more barely defended myself moments,negative
this guy never fails to make me feel like im learning something while also teaching absolutely nothing new and simply conceptualizing every sentence,positive
i am 41 i wish i had had the education those kids were getting the string activity was awesome to understand how connected we are,positive
imagine a prime minister this corrupted can you think of the people in his circle,negative
ive taught the alevels uk and the floridamichigan curriculum at international schools the us has a lot less focus than the uk americans are confused about what raising standards really entails foreign curriculum pushes students to master a smaller set of skills with smaller textbooks and more essay writing whereas the us focuses on a wider range of concepts with superficial multiple choice polling often this leads to foreign students having mastery and being well spoken about foundational concepts while american students win trivia night but cant really explain why the know something,neutral
your reaction to the release at the end with your family was so fucking wholesome congrats you are living the game dev dream,positive
doj sure we will release 50 pages of blacked out paper lol,neutral
it was a great overview of all the process it would be great if we get more videos on data preparation eda various methods for different scenarios,positive
the fun fact pushpa directors look is more awesome than pushpa heros look,positive
to me confidence means being happy with who you are having that inner peace with the person you are,positive
i love baby,positive
najlepsza moc to moc smoka,neutral
perfume story of a murderer is one of the books that got me excited about reading in general which is both a blessing and a curse because i have yet to read a book as good as it since,positive
lần đầu e thấy e giống ý kiến của a mono có gu âm nhạc nhưng kỹ năng còn non nên khi diễn live sẽ gặp bất lợi liền a tùng thì đã qua huấn luyện của nhạc viện nên sẽ có lợi thế hơn hình như mono ch có đc huấn luyện kĩ về cái này mong anh ấy sẽ cải tiến thanh nhạc cực tốt để đc mn công nhận nhiều hơn,neutral
abim eskiden hiç bir videonu kaçırmazdım artık çoğunu izlemiom,neutral
how can reporting on this be so bad the president has the authority to declassified documents not a single one of those documents is classified… do better,negative
my respect to magicians even more bcs even if i know the way the tricks are done when they do it so smoothly and beautiful its pleasure to watch them,positive
bounce is funny and duggy ,positive
“can you hold this for me” at the end had me dead,neutral
im sure that bitcoin will grow again and pump my bitfinex bag soon,positive
the number of times i got goose bumps while watching this video is more than while reading this in books wasnt able to control my tears while watching those sacrifices given by our ancestors heads off to all the people who participated in making our country independent jai hind jai bharat,positive
⋆☆timestamps☆⋆ ♡ 000 i was never there x the hills 011 swang remix 022 i´m always on your left x on that time 032 foot fungus 040 nda 104 under the influence 123 touch down 2 cause hell 137 streets silhouette remix 157 you look lonely 208 no type 226 love me 232 gucci flip flops 241 mr steal your girl 252 wannabe 314 renegade 345 lets link 356 ice ice baby 404 not one of dem 412 no guidance 429 sweater weather 454 rules,neutral
