Comment,Sentiment
another thing ive found helpful as a cs major is to make sure to capitalize on those required gened classes subjects like history english philosophy etc having a spare 100level intro to x class in your workload during a tough quarter doing hours upon hours of javapython can really defray the pressure many of these are also just as good when taken online as well,positive
in fury it infuriated me that the german tank decided to blow his cover and close the distance with the shermans the tiger had an amazing advantage but blew it all away,negative
man i love seeing old media predict the future correctly they even showed the lack of joy all gamers have,positive
that’s it this is the last thing i really needed i’m going to start my vr dev journey thankyou for the inspiration,positive
does apple and most of the western and northern people realize how expensive all these apple iphone ect are lol and then every year a new model its ridiculous id rather buy food and spend extra cash flow on my kid or family and community its so so wasteful,negative
2400 interestingly enough at high enough optical intensities beyond those attainable by current lasers it is possible for photons to interact with one another this study of photonphoton interactions is known as nonlinear optics for example two photons can combine to create a photon with twice as much energy however due to these high intensities not being common in daily life this isnt frequently observed outside of laboratories,neutral
i was looking for understanding british accent i am glad youtube recommended me this her accent is beyond beautiful she is intelligent too,positive
an excellent subject and lecture thank you,positive
“what do you do for a living” “i rickroll my viewers with cubes i broke down”,neutral
im impressed by the effort she puts in these videos keep it going bri and be you,positive
i read an article about how there was an issue with police departments getting so attached to their bomb disposal robots that they didnt want to send them into danger the human urge to anthropomorphize is so strong that im not sure we are capable of discerning the difference between a clever language algorithm and sentience,negative
ఫస్ట్ టైమ్ ఒక ఇంటర్వ్యూ పూర్తిగా చూడడంసుక్కు సర్ అడిగే విధానం పూరి సర్ చెప్పే విధానం సూపర్బ్,neutral
the fact that chandler would be sweeping someones floor to becoming a celebrity so many people in this world know about is just so overwhelming for me,neutral
love xbox for that crazy content ,positive
i normally never comment but i can’t help on commenting on this video this video is incredibly well done it is so different to the usual tech videos also it is really well researched thank you for your work sara,positive
its official im opening a school like this if im rich when im older or maybe even if im poor i really dont care i just want a school like this,positive
thật sự mình khuyên mono nên nghe lời khuyên của viruss rất đúng với kiểu người ngoài tiếp cận với mono rất giống với quan điểm của mình cố gắng lên nhé không ghét cậu nhưng mà cũng không thể bênh cậu được vì đứng dưới góc độ khán giả thì họ nhìn nhận và tiếp cận với những thứ cậu thể hiện ra vậy cũng ko sai,neutral
i feel like crypto would fit my play style surveillance a way to really throw off and make your opponents vulnerable plus he got drip,neutral
it’s very hard to make my english in the flow while i am nervous but your tips help me so much thank you,positive
hey guys you can check out soflo online sat tutors from georgetown and princeton students average improvement of 110 points and you can qualify for free tutoring through their scholarship program,positive
from monopoly man to squid game hoster fucking legend,neutral
ive had both iphone and android and one of the key factors of me deciding to stay with iphone was that you can always rely on them to put their newest ios on every device the only company that can use ios is also apple so theres not 5 different companies doing their own thing and its up to you to figure out which android device is best additionally apple may be late to the party with certain things but when they finally come out with a new product or feature you know its going to work significantly better than the competition apple may be more costly but id rather pay more and have a good experience than to have a phone that is unreliable and save money that would probably get wasted on something anyway,positive
nothing hurts more than being on the last step and then messing up the algorithm,negative
rick jones becoming abomination is also probably a call back to him being abomb who was just a blue abomination with more spikes,negative
pragg the mountain goat the world is awakening to tamils mental prowness equal to the best and 2nd to none let the chess speak for itself you aint seen nothing yet,positive
luke is one of the best trollers out there cuz he makes them laugh other trolls just insult other people and that can only be funny for so long luke just makes people smile,positive
as a “real” witch complete with all of my spell books and tarot cards i think it’s absolutely hilarious how the witch paraphernalia that he was burning was just maleficent and harry potter merchandise lmao,positive
that golden state warrior doing the splits always makes me laugh ,positive
how did you learn so much in this short time i am learning unity since last month and just know how to move my player in the x and z coordinate,neutral
i swear to god every can i have this exotic pet question can just be answered with the words do you know what domestication is and how long it takes,negative
love you bhai ,positive
thank you for your comprehensive analysis with included sources and narrations and wrapping it up with a call to action this is what the internet is about,positive
i stumbled upon your page a few days ago and i must say its been the best learning experience in terms narrowing down specific areas to focus on excellent content,positive
i love how accurate his interpretation of batmans tumbler was he says it would only protect from small caliber rounds and something like a rocket propelled grenade would do serious damage that is exactly what we see destroy the tumbler in the dark knight the joker uses an rpg in an attempt to kill harvey dent and takes out the tumbler in the process,neutral
thx for this i have exam next week this is lifesaving but exam is just little more complex but it whould start me up realy good love this channel,positive
your videos are such a treat to watch always excited when a new one is posted keep up the good work the game is really coming along nicely,positive
can we appreciate how he made 3 functional games in 7 days with one being vr,positive
check out spizee the new guy,neutral
damn they didnt waste any time they just got straight into it which is great because mating call guy was a total cream puff and needed to go,positive
the lion was like thank god you came brother  it was touching how grateful the lion was when his brother arrived these animals are amazing ,positive
mashaallah,neutral
loved this video there are so many videos that just say do this this and youll eventually get into the industry but you managed to break your journey down into a series of manageable steps looking forward to seeing more content from you,positive
young people at 2022again this song people at 2032memories of this song ,positive
me as an american when he says hes going to try to spend 100 at food trucks ok so youre going to like 2 or 3 trucks cool,neutral
i can’t believe the way you calculated fahrenheit temperature change made it past any review a change of 16 degrees celsius is a change of 288 degrees fahrenheit a temperature of 16 degrees celsius is slightly above freezing or a temperature of 32288 348 degrees fahrenheit,negative
love your videos i would love for you to talk more about your experience with working at a startup,positive
i like this guys videos i probably watched his journey to becoming a microsoft engineer 5 times,positive
i feel that this is a great place to recommend the book children of ruin it depicts a society of octopuses that were subject to a virus which causes accelerated evolution and the struggle of humans to communicate with them some of the best scifi ive read,positive
not only is he crazy passionate and knowledgeable about biology hes also called thor how much cooler can this guy get,positive
that was very helpful video,positive
i wish i had that room,neutral
its a shame that he hasnt made a video now for 4 months i would still love to see his content he has the best reactions videos and is underrated,positive
this song should be listened while driving at full speedlove this song,positive
this is so exceptional and simplified am so grateful for this,positive
j’adore  ,positive
i love your nightcores,positive
being german and listening to dutch be like i understand no i dont yes i do no i dont,neutral
fun fact the word armaggedon came from the name of the city of meggido being designated as the location in which the battle that would condemn humanity to continually destruct itself took place,neutral
every great mistake has a halfway moment a split second when it can be recalled and perhaps remedied pearl buck,neutral
these are some amazing tips and the one about not doing everything from scratch really made me realize how much time im wasting as for games i worked on a game for most of last year and now that i look back on it i made a lot of mistakes mostly related to planing but i did find out i am much better at programming and designing systems than actually making art plus i learned a lot about the type of games i am mostly good at making,positive
should we consider calebs comments on psychic rapport to be an official errata because as written when the phoenix player takes that action they would not be able to choose that option it would have to read something like return a cyclops card from the discard pile to the cyclops players hand,neutral
தங்கச்சியை விட அக்கா அழகா இருக்கா,neutral
i lost everything this year my house my relationship of five years my two dogs… this really struck all the right chords in my heart everyday i’m trying to come back stronger to everyone struggling you have all the love i can possibly muster don’t give up,positive
your voice is so calming and you easily put me to sleep and that’s definitely not a bad thing i couldn’t sleep until 2 am you just got a new sub ,positive
when the history youtube channel posts more history content than it’s televised counterpart,neutral
i never understood nickleback hate i love the dirty growl of their guitars and his rough voice,positive
you make me feel motivated to make another game that i will never finish,neutral
je viens de te découvrir et très bonne découverte 1,neutral
durk dropped aah ha first and yb responded with i hate youngboy in less then 24 hours get your facts together,negative
muito bom me emocionei um abraço a todas as pessoas do mundo,neutral
내 맘도 털렸는데 편의점도 털었네요 편의점 음식이 정말 다양하네요 쯔양님이 하나 하나 소개를 해주니 좋다 쯔양님은 어쩜 이리 귀여울까 말하는것도 먹는것도 다 귀엽네요 귀요미의 끝판왕인가 ㅋㅋ 진구 먼지 소식좀 부탁 재미있게 잘 봤습니다 사랑해요 ,neutral
i’m grateful that someone was paying attention and called it in and everyone is safe i’m sad for the young lady though who feels like it was the only place she could go to feel accepted i hope she can find some peace and friendship in a more permanent way,positive
og beatemups style content with a new crowd this is great stuff wood always fun to go along on the hunt with you all,positive
hey linus a good trick for streaming lights bounce them off the wall much easier on the eyes and a nice softer look also for indoors id recommend a hypercardioid mic looks like a short shotgun like the audiotechnica at4053b,positive
nigerians never dissapoints im proud to be a nigerian,positive
comment 5 characters from alice in wonderland ,positive
i have an interview tomorrow in the morning i’ve never had a job before so i’m very nervous about everything update i got the jobbb another update it’s been almost a year and i loveee my job and all my coworkers,positive
i love this your storytelling has inspired me to try hardcore do you think you could share the seed thanks and keep making your videos,positive
glad to see updates that protect other people against hackers,positive
very excited for psvr2 gonna feel like that big leap in graphics that flat games dont really have anymore because of diminishing returns,positive
the seasons don’t arrive til chillhop says so enjoy this summer soundtrack as you should family ,positive
hey thats a really great tutorial 5 minutes is all it took thank you,positive
when you have high interest rates environment its logical to buy consumer staples and not discretionary because people consumers will buy what they need certain products wont be affected much especially if they are highly priced which means that they are for high earners this is especially important for a company called apple important to know product pricing and the consumer,positive
hey dharmannfam exciting news shop my latest limited edition merch collection everything is on sale shop now before it sells out also for more inspirational content and exclusive giveaways follow me on instagram here,positive
1910 im honestly impressed by the time and effort you put into these videos keep it up ,positive
3 total illegal moves in one match with a cm and im…,neutral
we can all agree he never disappoints us with his content,positive
this is amazing who could have thought that one day i can just sit at my home in another continent and at the same time to attend an mit course fascinating thank you,positive
imagina o que o xandão vai fazer se o larápio for eleito deus nos livre de uma tragédia dessas ,positive
i like how kevins deals are so complicated that the brand owners basically exclude him from any possibility of doing a deal,neutral
puri gari is known how to do mass commercial movies and sukumar sir know how to do logical movie with great impact if both are worked together it will be a marvel universe,positive
so a bonsai could theoretically become a normal huge tree when planted elsewhere but the question is is a tree “happier” when it grows way bigger or is the tree happy when it’s small too the obvious answer is no the tree doesn’t care another answer would be “we have no way of knowing” people like to assign emotions to things but a lot of the time those emotions are just selfreflection people assign the wrong emotions to animals too even though we know animals can feel emotion people still misunderstand them and describe them incorrectly this happens all the time so even when we find out trees can experience emotion and some evidence already suggests this we would probably still force our own perspective onto them like we do now what we do know for a fact is that plants do what they do with the conditions they are given are they “satisfied” being the tree that they are i don’t think trees know this concept i think people shouldn’t anthromorphise their idea of “succes and satisfaction” onto plants in fact people already project their ideas of success onto other people and animals who don’t need it the trees definitely don’t need it either,negative
thank you i think my education goes well with ml or ai i got a degree in psychology neurobiology focus math and cs just started pursuing python once more to go into data science,positive
super inspiring video theres also a huge misconception about pc spec for game dev or 3d i mean 2010 intel hd graphics will do for start no need to go rtx at day 1 literally,positive
product market me nahi bikri hua to kya upay hicompany product legi market me cell hua nahi tokyoki or bhi compani hi,neutral
intel is in trouble,negative
your businesses will make you rich but your investments will make you wealthy the future is inevitable i pray everyone here becomes extremely successful,positive
hey isy so ein cooles viedo wieder ,positive
yet another marvelous production from the world science festival i wait for every new episode as if sitting at the edge of my seat as these brilliant hardworking individuals reveal more details about the saga we call “life” thank you so much brian greene for taking the time to help connect us with all of this valuable insight,positive
this man needs a noble prize,neutral
freecheaper alternatives krita instead of ps blender default one affinity or inkscape for vector art asprtie for pixel art,neutral
republicans wouldnt have a chance in the house if it represented the people like it is supposed to gerrymandering has destroyed the house,negative
i feel like i always prepare so much but still draw blanks because i am so nervous i have an interview in 15 mins and i’m trying to calm down edit i got the job,negative
i like the “pause” part pause is so crucial in a conversation scenario thanks for the advice,positive
the opportunity to return all of the documents was on the table for a year im sure that was the stated reason for warrant execution that stated if in the course of searching for the documents they find evidence having to do with the coup attempt they have every right to sieze that too,neutral
the whole world and their comfort foods 𝓬𝓾𝓵𝓽𝓾𝓻𝓮 us and uk 🄸 🄻🄸🄺🄴 🄱🅁🄴🄰🄳,neutral
abi videoların çok güzel,neutral
testimonial i would like to thank you in public that i got approved at my job interview after watching your videos and being able to prepare for this challenge thank you for your support congratulations for your job,positive
by far my most favourite series camodo good job all is appreciated ,positive
334 the way he stared directly into the camera with that concerned expression and ominous music playing and said get out made me literally laugh out loud so hard,positive
some people still ask why are there still apes or monkeys it should be obvious that such people lack an understanding of what evolution is and how it works apparently someone told such people that humans evolved from apes and from that due to their lack of education they assumed that all apes were supposed to evolve into humans that is not how evolution works but creationists have no interest in learning anything other than creation mythology they might just as well have asked if dogs are descended from wolves why are there still wolves or even if americans came from europe why are there still europeans just as dogs descended from a population of wolves so too did humans evolve from one particular population of apes what we know is that the first apes evolved in africa about 25 million years ago from a population of old world monkeys whereas monkeys run on all four feet across the tops of branches apes evolved the ability to swing arm over arm from branch to branch evolution works to make each species best suited to their environment for apes that environment was the forest and they are well suited for it at one time there were about 30 different species of apes in those forests had environmental conditions remained the same we would still see forests covering the whole african continent however conditions did not stay the same the climate became drier as a result forested areas shrank in size and were replaced by grasslands the african savanna with just a few scattered trees the shrinking forests put different ape species in competition with each other and many went extinct then about 6 or 7 million years ago one population of apes split with some of them opting for life on that open savanna all apes are capable of walking upright they are just not comfortable doing so for long periods of time recent experiments with trained chimps on a treadmill have shown that for them walking upright was more efficient in terms of energy expended than quadrupedal walking chimps and other apes though must shift their weight from side to side while walking bipedaly that savanna environment favored skeletal changes that placed the knees directly under the center of gravity by about 4 mya our ancestral australopithecines had almost the same pelvis femur knees and feet as modern humans that gave them a smooth stride that was efficient for long distance travel they did however retain long arms and curved fingers enabling them to climb a tree when danger threatened the apes that remained in a forest environment were under little pressure to change they became the ancestors of todays chimps and bonobos those living in the open were presented challenges not experienced by woodland apes and that required greater intelligence and cooperation to overcome them it set their descendants on a different evolutionary trajectory that culminated in us,negative
suggestion maybe instead of giving away the locations of the hiders after a period why not force to hiders to make monkey noises instead,neutral
hey guys i’m the lead animator of this miniseries and i just want to give a shoutout to my friend historywithcy for helping us with the research and script writing for those who are hungry for more bronze agerelated content especially the egyptian dynasties i highly recommended to tune in to his channel for more insight best wishes ڤمنه ملايو,positive
me as a canadian colorado fries man im so jealous sonny people in canada are jealous me ,negative
“animals are such agreeable friends—they ask no questions they pass no criticisms”,positive
ive never heard the audience sound so trained they must genuinely love what hes saying i know when he says something good when they roar up in applause and immediately go silent ever so naturally because otherwise i have no idea,positive
deepest condolences  to richard n family rip precious henry,neutral
i feel like pride and prejudice by jane austen was the perfect introduction to classics for me because i was so familiar with the plot that the language wasn’t insanely difficult,positive
真有心的一班香港人 承傳香港本地文化 個個唱得之人 感謝music panda 仝人 希望d一線歌手都可以放下身段支持你們music panda 才值得香港人繼續支持他們,neutral
2022 e eu aqui escutando esse hino ,positive
i love your video,positive
i personally love watching stockfish magnus leela and any other chess engines at your channel,positive
him we’re gonna spend 10k on giant tech products in the next 4 mins also him buys a 45kg chocolate bar,neutral
“primary definitions are almost always wrong” me nods and chooses the answer that says blend means to quietly assert,negative
compare that to physicians only 42 said they were burned out yes indeed a perfectly acceptable percentage,positive
this made my little nerves ending tickle one of the bestfunniest rp so far,positive
excelente clase saludos desde perú,neutral
thanks a lot for this wonderful lecture i really liked it and desperately need it i am looking forward for more wonderful classes like this,positive
when i close my eyes i hear maxtech im looking forward to seeing what the new iphone 14s 48mp camera can do but with rumors of a periscope zoom coming next year im not sure if ill hold off or not also looking forward to seeing if there will be an m2 macbook refresh announcement in october i ordered a bto 16 m1 pro but if the m2s will be out within a few months or so i might cancel it i have until the 24th to decide ,positive
pragg in yesterdays interview i just want to play a better chess tommorow and he did play it,positive
so basically it’s minecraft but guns solve everything xd love it,positive
mark bagley the return of the king plus can never go wrong on dan slott with spiderman,positive
im in the position starting out in film as well im very excited to embark on the game dev journey,positive
5952 im honestly impressed by the time and effort you put into these videos keep it up ,positive
best gaming phone poco m4 pro 5g on bgmi,positive
great video as usual im surprised there was no mention of the churchillstalin agreement which gave britain 90 influence in greece after the war,neutral
1307 its called unscramble it is just scrambling the cube then doing the pattern reverse,neutral
boys need their fathers permission to become men school of life april 22 2016 deepest quote ever,neutral
i think it’s so silly that netflix feels the need to compete with youtube and tiktok i think these platforms should be able to exist together in harmony as they each offer very different products eg people can follow along with reactionsreviews and video essays while watching a netflix series people also don’t typically like when youtubers are given a large budget like with youtube red originals so netflix buying out certain youtubers is not the right idea…,negative
what a heroic defense of her cubs made the cougar mom loved it,positive
more history on history please the last few months of this channel uploading quality content shows in the enthusiasm and likes the videos get please start producing more good content like this and less reality tv there is a market for actual history shows if they well made,positive
i love when sio made his videos with his friends i love watching all of them making funny faces jajaja ,positive
i appreaciate the efforts in trying to make these heavily technical subjects understandable to the general public thank you all,positive
wat ben jij toch een prachtig mens ieder keer als ik jouw video zien moest ik ook lachen zo leuk om jouw te zien en te horen je lacht is zo aanstekelijk jij bent een topper nikkie,neutral
him i dont want to say his possible bad moves he might be watching the stream also him casually says his master queen capture plans like he is alone,neutral
the moment polar bear appeared behind the seal and the subsequent chase with long moment of suspension when we know nothing about the outcome is some of the finest nature moment captured on film,positive
lets just take a moment to appreciate how much effort he puts into making us want to jump off a cliff ,positive
hello silke thank you for this lately i’ve been feeling a little depressed about working 60 hours a week and not getting out on the boat all summer i actually really like this setting and the squawking gulls in the background they always have to make their presence known  take care of yourselves and stay safe  hello vanessa ,positive
dude where did this amazing channel come from absolutely flawless sound design script and editing,positive
love these interviews sundar is such a down to earth person lovely interview thankyou justine love from india,positive
the predator shit is so funny make a full video of that,negative
i’ve seen some mad stuff in my time but you literally took the saying “1 persons junk is another ones treasure” and turned it into something awesome video presentation is engaging and fun i really enjoyed that video ,positive
if youre taking the sat soon good luck,positive
steve is a phenomenal lecturer isnt he,positive
as a person whom has experienced divorce myself i completely understand when the feelings are goneyou on roommate levelits run its course i had to move on and find my own happiness living in internal misery daily just to make another person happy isnt life prayers for gary and his entire family especially prayers for restoration with his children  ,neutral
going through the video after watching the live session that lakshya did before this video made me realise his unshined talent that had yet to come to light in acting the difference is his pitch language body language taking thing like i will file a case for granted really shows his supremacy and how much of an alpha he is it really reminds me of the aparichit the person who was in his youtube video and the person who was in his in his live almost feel like they were two different individuals i dont support anyone of them prince and his wife had milked there child and they not tackled any of the allegation he was just taking out his anger making personal comments but i cant just blind eye on things that lakshya said just because im his subscriber and this had cleared that the past allegation like ganging up bulling were some how true lakshya portraying an image of the person that he is not thinking we should not abuse in youtube because its an public platform and spread hate but can make an abusive live video on insta i guess insta is not a public platform anymore and its strike one thing that lakshay is not abuse because of the problem that he had faced in his past for making that kind of content,neutral
martinez is all of 64 in his 59 height a giant among giants,positive
to be honest i canadien and im more scared of geese then anything else here ive looked at them close up and was horrified,negative
we need chandler together with jimmy chris on this channel more often,positive
the price of todays bikes is absolutely bonkers doesnt make any sense whatsoever if you compare it to motorcycles or even cars,negative
simply divine way to go neil n ashwariya spiritually elevating love they dont make them anymore in real life beautiful lyrics ,positive
forgiveness means the debt goes away never to be seen nor heard of again this is robbing peter to pay paul,negative
its so fun to watch people whose talents are this impressive but its even more fun to watch jimmy and chris narrating together,positive
be sure to give my twitch a follow timestamps 000 yo 020 brushing hair 349 trimming your hair 732 scalp massage 1111 special spray 1412 wiping spray w towel 1534 cutting hair with clippers 2114 brushingtrimming 2224 shave 2525 wiping shaving cream 2635 whatcha think s o c i a l m e d i a t w i t c h c o n t a c t m e businessmzggmailcom d i s c o r d my equipment camera blue yeti mic lens vlogging mic sd card lights rgb lights t i p j a r cashapp paypal other channels vlogs 420 youtube gaming youtube sub count 119542,neutral
ive watched this video a bunch of times it really is so good only just realised i wasnt subbed,positive
we brought you into this world nope my mother did and i respect her for this but i refuse to respect someone based on their gender or race or anything else other than your behaviour and character,negative
they should redact them the exact same as barr done to the mueller report,neutral
every time he says look at me now i feel it happy for him ,positive
subscribe or i’ll drop kick you me 2019,negative
i put a lot of time into this video i hope you enjoyed ,positive
its scary how much gold jimmy must have in his veins,negative
i am happy for this dude he seem happy and humble i wish him nothing but luck,positive
vids like these are definitely a service for looking out for everyone to avoid buying crap and hype in dashcams well done in the research thanks ltt,positive
your videos are so cool and your doing an great gob keep it up well done ,positive
the clothes are traditional clothes in every region in indonesia and the little white bird is the jalak bali alffy wants to make us aware that this bird is almost extinct,neutral
lovely visuals and amazing lesson great way to understand storytelling,positive
if you want to see more content go subscribe to my new channels who will be the first sub reacts streams shorts,neutral
your help was unexpected it turned out to be timely such a divine intervention i cant thank you enough,positive
vote nicki minaj for best hiphop mtv vma ,positive
zoom zoom,neutral
absolute history may i make a recommendation how about a video on ancient people learning to cook,neutral
crypto are finished only the early investors benefit do not expect a bull market,negative
why did these villagers buriedme alive in minecraft how to survive underground,negative
esta chica es estupenda mis elogios para ella sin duda alguna necesitamos mas personas así en latinoamerica,positive
the audio is pulled from a talk given by susskind at uc berkeley search for it on youtube and you’ll find it not sure why this channel doesn’t cite that talk in the description they’re just repackaging sound bites with impressive graphics,negative
death game master there is 9999 chance that you will die cinema summary i like those odds,neutral
this track is great tiesto returns to form and i’m not even mad it’s taken so long to come onto this channel i wasn’t 100 sure it even was on the label so this is a huge plus hit ,positive
you should definitely make videos on how you annotate your books and write your essays ,positive
wow you really went to town on the psu test rack thats a serious bit of kit very flexible good choices wouldnt surprise me if choma start offering this bespoke rack to the psu makers they all watch your videos so theyll want to make sure it passes on this exact same rack you can really push the industry here well done open source the test interface hardware and software,positive
this is insanely epicas we expected ,positive
time stamp 000 216 preview 227 723 hand sound 724 1309 phone case 1310 1732 leather fingers 1733 2232 fabric covered stick 2233 2744 wooden cracker and etc 2745 3144 lint remover 3145 3622 notebook 3623 3959 cardboard ring 4100 4517 hluru finger picks 4517 4950 purple mattress sample goodnight and sleepwell,neutral
ok fun fact i believe you can look on google maps or somewhere and see where the google maps truck is going so on the pigeon people one i heard about this i bunch of friends put on bird masks and when the google maps person came and therefore u have these beautiful but very funny creations,positive
the animation gets me every time ,positive
“rich kid” me he can’t even afford a coach to teach him how to build,negative
i am a speedcuber i have learned more than 20 algorithms of rubikis cube this method can be done only when it is scrambled in its relative manner otherwise this method failed,neutral
you know it’s gaming when mkbhd uploaded 60fps vid,neutral
1837 the amount of times eric has made this joke and explained that he didnt actually say it just makes it all the more funny haha,positive
first option b the weighted sum of the inputs is calculated second option a the bias is added third option d the result is fed to an activation function lastly option c specific neuron is activated,neutral
thanks guinness i actually made it in 2019 though had to wait for it to be ratified it would have made a great story to say i did it in lock down but the truth is i didnt,positive
video recommendationvideos of each engineering major separately all the fields jobs career paths and industries you can enter with each one of these engineering majors or engineering degrees,neutral
002 ah good times of when i first slept in the nether,positive
this is not just a computer scientist she is an amazing communicator she mirrors the talking points of the learner and always positively commends their opinions all while constantly smiling and making the learner feel at ease what an amazing person,positive
this could have been released today and it still would sound futuristic,positive
saludos mr beast te veo desde san luis potosí méxico me encantan tus videos mas cuando ayudas a los que mas lo necesitan,neutral
well we do have some really bad ass games on game pass already and if they aint planning any new additions this yr we should be good honestly its not a big deal for me personally  i run both xbox series s and x which honestly its been more series s than the x and ps5 so im good on games lol  dude i have thousands of games already on both platforms  so yea and atm im back on forza horizon 4 and 5 and elden ring and dark souls 3 and demon souls remake so ill be busy for a while so if they wanna sort things out for us on gp im ok and im sure many of us are xbox has been really good to us ya know they take a huge hit just for us to have fun and thats why i love xbox they truly try to help us out with lowering the prices of the series s and x and keeping game pass cheap and keeping a ton of games on it yeah games on xbox store is higher than picking up the disk for ps4 n ps5 ect but still they do good by us with game pass n the cheap as hell monthly bill and the already low price of the series s n x and i dont understand why ppl are shit talking the series s dude i love mine i have 3 of em   and it can do 4k microsoft already said it does lmao and all ya gotta do is when you plug it up to your tv go to settings display settings and select 4k 60hz or 4k 120hz what ever your tv or monitor does and then start a game and then take the tv remote and hit the ok button your tv will tell you what the series s is putting out to it mine shows 4k 60hz hdr10 dd and the games look beautiful and smooth yeah its not as nice as the series x but its def not 1080p its a higher resolution 100 and i dont see how someone can get 1080p by looking at it lol 1080p dont look that damn sharp n good lmao and just look at the ps4 pro specs the ps4 pro is a 4k correct well the series s has better specs has better hardware the same or a lil more tflops as well the series is is a zen 2 which is a amd 3k series a rtx machine it will do 4k just not as well as its bigger brother the x,positive
i love solving cubes i’ve gotten real good at my 2x2 in 18 sec and i just got my megaminx but someday once i’m better at it i wanna get my hands on one of these,positive
definitely the best analysis out there thank you,positive
i just want to appreciate the amount of effort youve put into making actual projects i often find myself just fiddling around with ideas in my head and not making any project myself i feel that has been a limiting factor in my learning but this video has been super inspirational i have been wanting to make my own devlog series but i was not able to stick to a project long enough till now i have been wanting to make devlogs and work on a small project for a timeline of 3 months and just finish a full game any tips to just stick to it,positive
back then the bow had a thicker line and it was so much easier,positive
nice,positive
hey just wanted to let u know what an amazing job u did explaining everything this helped me a lot,positive
ah yes i’ve always loved this background art but you animated the water it looks fantastic great work with the tunes as well this is some good content right here ,positive
the court had done its job now the rakyats turn if bn wins the next pru itll likely be that they ask for royal pardon to free him itll be difficult to know if agong will grant it seeing this is a serious crime of trustworthiness and integrity we do not know its our job to make sure bn has no such opportunity,negative
ya se me antoja la comida deliciosa,positive
i can see both the beringia and ocean voyage being suitable paths to settle north america due to the ice sheets the ocean could have meant more southern paths leading to southern north america and south america settlement the solutreans could have come across the atlantic south of those glaciers into east north america then all groups could have spread across the continents and mixed,neutral
mewa ratin gennath barida apita,neutral
i love how nikhil is just being the best when it comes to explaining vegetarianism in indialike we dont need a veg biriyaniwho even invented them,positive
that kool aid clip was hilarious i love how the drink up gobbles up the sugar like an addict with the thick mixture bubbling over like a witchs cauldron the sugar just got swallowed up in an instant in such a weird way,positive
her smile talking about literature like this is the most incredible thing ive learned in my whole life,positive
aww glad to hear elijah is settling in well at college i know you both must miss him  omg this was hilarious we all know when tasha and rhonda get together the competition is on hehe yummy food and fabulous video beautiful girls x,positive
i don’t understand aren’t we all for “law and order” and “no one is above the law” it seems to me that the doj and fbi should investigate anyone that might have done anything that a normal person like us would be investigated for and possibly go to jail all corrupt politicians should be investigated regardless of party,negative
you make the world a better place jimmy thank you for that ,positive
as a woman i love this video something felt so off this phase i couldn’t put my finger on it and you explained it perfectly its so insulting for both sexes that what they’re doing is saying that men have to be so stupid and useless in order for women to be strong and smart,negative
im so glad i built a nice high end rtx 3090 pc a year ago its incredible the amount of eye candy 4k gaming treats us with no wonder its the biggest money making entertainment industry on the planet thanks for those awesome little previews nicely presented too much appreciated,positive
how is one guy so good at teaching so many subjects,neutral
i think once developers start to use velocity architecture mesh shaders direct storage fsr20 vrs20 the full toolset then we will see some amazing results from this little beaut especially as the biggest issue is lack or ram which with direct storage n velocity they will able to use the ssd as a virtual ram pool the console has a lot of potential but depends if the developers use the toolset available to them when the features become available especially as we know the gdk is new for this gen and a lot of features are still being developed and improved upon,positive
each and every actor in south industry can dance so well,positive
kelly with the bit squad is awesome,positive
manooooooooo minha franquia favorita desde os 5 anos legoo finalmente vai chegar uma versao onlineee provavelmente vou comprar pq faço coleção ja tenho 14 legos,neutral
its super interesting how parts of the image look gray from a distance despite there being no actual gray on the cubes,positive
i got the job offer yesterday thank you rachel  last time and this time i watched your interview videos to prepare and i got the job offer for both times last time was my tax internship and this time is tax associate position,positive
2636 let’s just appreciate how they always manage to put a smile on our faces whenever we feel negative ,positive
hello alex i currently hold a masters in healthcare informatics i am having trouble finding a job in my field i am wondering if i should be focusing on data scientist or data analyst i don’t have much experience when it comes to sql python etc i am wondering if i should consider enrolling in a data analytics boot camp what are your thoughts,negative
really resourceful this course helped get up to speed on the subject thank you edureka,positive
the one thing i hate about these shows and the people in them is that they state their own hypothesis or that of others but state them as fact not as what they are hypothesis opinion or at most very well educated guesses the only way to claim those cave paintings are one thing beyond a shadow of a doubt would be to talk to the actual creators of the images shame on them for lying,negative
c’est le mercredi 7 septembre pas mardi ,positive
this is the best type of troll they cant quite tell if this is a troll or not its not just chaos its just unusual but plausible events happening unusually often,neutral
on the first point i had been coding since 7th grade and i had plenty of classmates who hadnt coded ever when i started college for those of you in the latter position we dont judge your for not knowing programming we are glad you are trying to learn and many of us want to help you i love inviting friends over to my dorm and helping them out with assignments and group studying you dont need to be scared of us or embarrassed that you arent a flawless coder we arent either and the skill we have we had to put in work for as well and we want to help you get to that point as well were all at school to learn and if i can help others i will i hope once i get to upper division classes that those friends will help me as well when they inevitably get to a point where they are better than me at certain things you cant be the best at everything also for the book thing as a math major double majoring i have a nagging need to buy every book for every class they are expensive but it fills me with pure joy to have a library of math and cs textbooks in my room i am willing to skip on a game or two for a textbook both provide me with entertainment because i am weird lol,positive
